id,canonical_slug,name,developer,model,created,description,context_length,architecture_input_modalities,architecture_output_modalities,architecture_tokenizer,architecture_instruct_type,pricing_prompt,pricing_completion,pricing_request,pricing_image,pricing_web_search,pricing_internal_reasoning,pricing_input_cache_read,pricing_input_cache_write,top_provider_context_length,top_provider_max_completion_tokens,top_provider_is_moderated,supported_parameters,default_parameters,expiration_date,knowledge_cutoff,links,per_request_limits,supported_voices,hugging_face_id,benchmarks_design_arena
"deepseek/deepseek-v4-pro","deepseek/deepseek-v4-pro-20260423","DeepSeek: DeepSeek V4 Pro","DeepSeek","DeepSeek V4 Pro","1777000679","DeepSeek V4 Pro is a large-scale Mixture-of-Experts model from DeepSeek with 1.6T total parameters and 49B activated parameters; supporting a 1M-token context window. It is designed for advanced reasoning; coding;...","1048576","text","text","DeepSeek","","0.000000435","0.00000087","","","","","0.000000003625","","1048576","384000","","frequency_penalty|include_reasoning|logit_bias|logprobs|max_tokens|min_p|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":1;""top_p"":1;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/deepseek/deepseek-v4-pro-20260423/endpoints""}","null","null","deepseek-ai/DeepSeek-V4-Pro","agents/fullstack:elo=948,wr=22.1,rank=29|agents/godotgamedev:elo=1097,wr=34,rank=20|agents/webapps:elo=1019,wr=26.6,rank=25|models/3d:elo=1327,wr=60.8,rank=7|models/asciiart:elo=1202,wr=47.6,rank=21|models/codecategories:elo=1287,wr=54.8,rank=20|models/dataviz:elo=1221,wr=48.6,rank=38|models/gamedev:elo=1296,wr=56.1,rank=18|models/svg:elo=1191,wr=46.6,rank=35|models/uicomponent:elo=1271,wr=51.9,rank=25|models/website:elo=1278,wr=53.5,rank=23"
"deepseek/deepseek-v4-flash","deepseek/deepseek-v4-flash-20260423","DeepSeek: DeepSeek V4 Flash","DeepSeek","DeepSeek V4 Flash","1777000666","DeepSeek V4 Flash is an efficiency-optimized Mixture-of-Experts model from DeepSeek with 284B total parameters and 13B activated parameters; supporting a 1M-token context window. It is designed for fast inference and...","1048576","text","text","DeepSeek","","0.00000009","0.00000018","","","","","0.000000018","","1048576","16384","","frequency_penalty|include_reasoning|logit_bias|logprobs|max_tokens|min_p|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/deepseek/deepseek-v4-flash-20260423/endpoints""}","null","null","deepseek-ai/DeepSeek-V4-Flash","models/3d:elo=1268,wr=50,rank=27|models/asciiart:elo=1169,wr=44.9,rank=35|models/codecategories:elo=1255,wr=50.1,rank=31|models/dataviz:elo=1167,wr=41.6,rank=62|models/gamedev:elo=1263,wr=50.7,rank=28|models/svg:elo=1213,wr=49,rank=25|models/uicomponent:elo=1217,wr=46,rank=42|models/website:elo=1251,wr=50.7,rank=31"
"google/gemini-3.1-flash-tts-preview","google/gemini-3.1-flash-tts-preview","Google: Gemini 3.1 Flash TTS Preview","Google","Gemini 3.1 Flash TTS Preview","1776999308","Gemini 3.1 Flash TTS Preview is a text-to-speech model from Google; and a substantial generational step up from Gemini 2.5 Flash TTS. It takes text input and produces audio output...","8192","text","speech","Gemini","","0.000001","0.00002","","","","","","","8192","","","max_tokens|response_format|seed|temperature|top_p","{""temperature"":null;""top_p"":null}","","","{""details"":""/api/v1/models/google/gemini-3.1-flash-tts-preview/endpoints""}","null","[""Zephyr"";""Puck"";""Charon"";""Kore"";""Fenrir"";""Leda"";""Orus"";""Aoede"";""Callirrhoe"";""Autonoe"";""Enceladus"";""Iapetus"";""Umbriel"";""Algieba"";""Despina"";""Erinome"";""Algenib"";""Rasalgethi"";""Laomedeia"";""Achernar"";""Alnilam"";""Schedar"";""Gacrux"";""Pulcherrima"";""Achird"";""Zubenelgenubi"";""Vindemiatrix"";""Sadachbia"";""Sadaltager"";""Sulafat""]","",""
"google/veo-3.1-fast","google/veo-3.1-fast-20260320","Google: Veo 3.1 Fast","Google","Veo 3.1 Fast","1776994666","Google's mid-tier video generation model balancing speed and quality. Veo 3.1 Fast generates high-quality video from text or image prompts with native synchronized audio; offering faster turnaround than Veo 3.1...","0","text|image","video","Other","","0","0","","","","","","","0","","","max_tokens|response_format|seed|temperature|top_p","{}","","","{""details"":""/api/v1/models/google/veo-3.1-fast-20260320/endpoints""}","null","null","",""
"zyphra/zonos-v0.1-transformer","zyphra/zonos-v0.1-transformer","Zyphra: Zonos v0.1 Transformer","Zyphra","Zonos v0.1 Transformer","1776983170","Zonos v0.1 Transformer is a text-to-speech model from Zyphra built on a pure transformer architecture. It offers the same American and British English voice coverage as the Hybrid variant; and...","4096","text","speech","Other","","0.000007","0","","","","","","","4096","","","frequency_penalty|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{}","","","{""details"":""/api/v1/models/zyphra/zonos-v0.1-transformer/endpoints""}","null","[""american_female"";""american_male"";""british_female"";""british_male"";""random""]","",""
"zyphra/zonos-v0.1-hybrid","zyphra/zonos-v0.1-hybrid","Zyphra: Zonos v0.1 Hybrid","Zyphra","Zonos v0.1 Hybrid","1776983169","Zonos v0.1 Hybrid is a text-to-speech model from Zyphra built on a hybrid architecture. It produces English speech output with coverage across American and British accents in male and female...","4096","text","speech","Other","","0.000007","0","","","","","","","4096","","","frequency_penalty|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{}","","","{""details"":""/api/v1/models/zyphra/zonos-v0.1-hybrid/endpoints""}","null","[""american_female"";""american_male"";""british_female"";""british_male"";""random""]","",""
"sesame/csm-1b","sesame/csm-1b","Sesame: CSM 1B","Sesame","CSM 1B","1776983168","CSM 1B is a conversational speech model from Sesame. It accepts text input and produces English speech output; with voice options spanning conversational and read-speech styles. At 1B parameters; it...","4096","text","speech","Other","","0.000007","0","","","","","","","4096","","","frequency_penalty|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{}","","","{""details"":""/api/v1/models/sesame/csm-1b/endpoints""}","null","[""conversational_a"";""conversational_b"";""read_speech_a"";""read_speech_b"";""read_speech_c"";""read_speech_d"";""none""]","",""
"canopylabs/orpheus-3b-0.1-ft","canopylabs/orpheus-3b-0.1-ft","Canopy Labs: Orpheus 3B","CanopyLabs","Orpheus 3B","1776983168","Orpheus 3B is an English text-to-speech model from Canopy Labs; fine-tuned for natural prosody and expressive delivery. It offers 7 preset voices and is suited for narration; voice assistants; and...","4096","text","speech","Other","","0.000007","0","","","","","","","4096","","","frequency_penalty|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{}","","","{""details"":""/api/v1/models/canopylabs/orpheus-3b-0.1-ft/endpoints""}","null","[""tara"";""leah"";""jess"";""leo"";""dan"";""mia"";""zac""]","",""
"hexgrad/kokoro-82m","hexgrad/kokoro-82m","hexgrad: Kokoro 82M","hexgrad","Kokoro 82M","1776983167","Kokoro 82M is a lightweight; open-weight text-to-speech model from hexgrad. It converts text to speech across 8 languages (American and British English; Spanish; French; Hindi; Italian; Japanese; Portuguese; and Chinese)...","4096","text","speech","Other","","0.00000062","0","","","","","","","4096","","","frequency_penalty|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|temperature|top_k|top_p","{}","","","{""details"":""/api/v1/models/hexgrad/kokoro-82m/endpoints""}","null","[""af_alloy"";""af_aoede"";""af_bella"";""af_heart"";""af_jessica"";""af_kore"";""af_nicole"";""af_nova"";""af_river"";""af_sarah"";""af_sky"";""am_adam"";""am_echo"";""am_eric"";""am_fenrir"";""am_liam"";""am_michael"";""am_onyx"";""am_puck"";""am_santa"";""bf_alice"";""bf_emma"";""bf_isabella"";""bf_lily"";""bm_daniel"";""bm_fable"";""bm_george"";""bm_lewis"";""ef_dora"";""em_alex"";""em_santa"";""ff_siwis"";""hf_alpha"";""hf_beta"";""hm_omega"";""hm_psi"";""if_sara"";""im_nicola"";""jf_alpha"";""jf_gongitsune"";""jf_nezumi"";""jf_tebukuro"";""jm_kumo"";""pf_dora"";""pm_alex"";""pm_santa"";""zf_xiaobei"";""zf_xiaoni"";""zf_xiaoxiao"";""zf_xiaoyi"";""zm_yunjian"";""zm_yunxi"";""zm_yunxia"";""zm_yunyang""]","",""
"google/veo-3.1-lite","google/veo-3.1-lite-20260331","Google: Veo 3.1 Lite","Google","Veo 3.1 Lite","1776978818","Google's most cost-effective video generation model; designed for high-volume applications and rapid iteration. Veo 3.1 Lite generates 720p and 1080p video from text or image prompts with native synchronized audio...","0","text|image","video","Other","","0","0","","","","","","","0","","","max_tokens|response_format|seed|temperature|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/google/veo-3.1-lite-20260331/endpoints""}","null","null","",""
"inclusionai/ling-2.6-1t","inclusionai/ling-2.6-1t-20260423","inclusionAI: Ling-2.6-1T","inclusionAI","Ling-2.6-1T","1776948238","Ling-2.6-1T is an instant (instruct) model from inclusionAI and the company’s trillion-parameter flagship; designed for real-world agents that require fast execution and high efficiency at scale. It uses a “fast...","262144","text","text","Other","","0.000000075","0.000000625","","","","","0.000000015","","262144","32768","","frequency_penalty|logprobs|max_tokens|presence_penalty|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/inclusionai/ling-2.6-1t-20260423/endpoints""}","null","null","",""
"tencent/hy3-preview","tencent/hy3-preview-20260421","Tencent: Hy3 preview","Tencent","Hy3 preview","1776878150","Hy3 preview is a high-efficiency Mixture-of-Experts model from Tencent designed for agentic workflows and production use. It supports configurable reasoning levels across disabled; low; and high modes; allowing it to...","262144","text","text","Other","","0.000000063","0.00000021","","","","","0.000000021","","262144","","","frequency_penalty|include_reasoning|max_tokens|presence_penalty|reasoning|seed|stop|temperature|tool_choice|tools|top_k|top_p","{""temperature"":0.9;""top_p"":1;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/tencent/hy3-preview-20260421/endpoints""}","null","null","tencent/Hy3-preview",""
"xiaomi/mimo-v2.5-pro","xiaomi/mimo-v2.5-pro-20260422","Xiaomi: MiMo-V2.5-Pro","Xiaomi","MiMo-V2.5-Pro","1776874273","MiMo-V2.5-Pro is Xiaomi’s flagship model; delivering strong performance in general agentic capabilities; complex software engineering; and long-horizon tasks; with top rankings on benchmarks such as ClawEval; GDPVal; and SWE-bench Pro....","1048576","text","text","Other","","0.000000435","0.00000087","","","","","0.0000000036","","1048576","131072","","frequency_penalty|include_reasoning|logit_bias|logprobs|max_tokens|min_p|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":1;""top_p"":0.95;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/xiaomi/mimo-v2.5-pro-20260422/endpoints""}","null","null","XiaomiMiMo/MiMo-V2.5-Pro","models/3d:elo=1323,wr=59.2,rank=9|models/asciiart:elo=1199,wr=50.7,rank=23|models/codecategories:elo=1319,wr=58,rank=9|models/dataviz:elo=1293,wr=58.1,rank=10|models/gamedev:elo=1338,wr=61.1,rank=8|models/svg:elo=1240,wr=55.4,rank=17|models/uicomponent:elo=1302,wr=56.1,rank=14|models/website:elo=1310,wr=56.4,rank=11"
"xiaomi/mimo-v2.5","xiaomi/mimo-v2.5-20260422","Xiaomi: MiMo-V2.5","Xiaomi","MiMo-V2.5","1776874269","MiMo-V2.5 is a native omnimodal model by Xiaomi. It delivers Pro-level agentic performance at roughly half the inference cost; while surpassing MiMo-V2-Omni in multimodal perception across image and video understanding...","1048576","text|audio|image|video","text","Other","","0.000000105","0.00000028","","","","","0.000000028","","32000","","","frequency_penalty|include_reasoning|logit_bias|logprobs|max_tokens|min_p|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":1;""top_p"":0.95;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/xiaomi/mimo-v2.5-20260422/endpoints""}","null","null","XiaomiMiMo/MiMo-V2.5","models/3d:elo=1298,wr=54.1,rank=19|models/asciiart:elo=1190,wr=47.4,rank=28|models/codecategories:elo=1303,wr=55,rank=15|models/dataviz:elo=1283,wr=54.1,rank=15|models/gamedev:elo=1298,wr=55.6,rank=17|models/svg:elo=1221,wr=52.5,rank=23|models/uicomponent:elo=1310,wr=56,rank=13|models/website:elo=1304,wr=55.2,rank=12"
"openai/gpt-5.4-image-2","openai/gpt-5.4-image-2-20260421","OpenAI: GPT-5.4 Image 2","OpenAI","GPT-5.4 Image 2","1776797528","[GPT-5.4](https://openrouter.ai/openai/gpt-5.4) Image 2 combines OpenAI's GPT-5.4 model with state-of-the-art image generation capabilities from GPT Image 2. It enables rich multimodal workflows; allowing users to seamlessly move between reasoning; coding; and...","272000","image|text|file","image|text","GPT","","0.000008","0.000015","","","0.01","","0.000002","","272000","128000","true","frequency_penalty|include_reasoning|logit_bias|logprobs|max_tokens|presence_penalty|reasoning|response_format|seed|stop|structured_outputs|top_logprobs","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/openai/gpt-5.4-image-2-20260421/endpoints""}","null","null","",""
"inclusionai/ling-2.6-flash","inclusionai/ling-2.6-flash-20260421","inclusionAI: Ling-2.6-flash","inclusionAI","Ling-2.6-flash","1776795886","Ling-2.6-flash is an instant (instruct) model from inclusionAI with 104B total parameters and 7.4B active parameters; designed for real-world agents that require fast responses; strong execution; and high token efficiency....","262144","text","text","Other","","0.00000001","0.00000003","","","","","0.000000002","","262144","32768","","frequency_penalty|logprobs|max_tokens|presence_penalty|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/inclusionai/ling-2.6-flash-20260421/endpoints""}","null","null","",""
"~anthropic/claude-opus-latest","~anthropic/claude-opus-latest","Anthropic: Claude Opus Latest","Anthropic","Claude Opus Latest","1776795361","This model always redirects to the latest model in the Claude Opus family.","1000000","text|image|file","text","Router","","0.000005","0.000025","","","0.01","","0.0000005","0.00000625","1000000","128000","","include_reasoning|max_completion_tokens|max_tokens|reasoning|response_format|stop|structured_outputs|temperature|tool_choice|tools|verbosity","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/~anthropic/claude-opus-latest/endpoints""}","null","null","",""
"openrouter/pareto-code","openrouter/pareto-code","Pareto Code Router","ParetoCodeRouter","","1776747900","The Pareto Router maintains a tiered shortlist of strong coding models; ranked by [Artificial Analysis](https://artificialanalysis.ai/) coding percentiles. Set min_coding_score between 0 and 1 on the [pareto-router plugin](https://openrouter.ai/docs/guides/routing/routers/pareto-router#the-min_coding_score-parameter) to control how...","2000000","text","text","Router","","-1","-1","","","","","","","","","","","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/openrouter/pareto-code/endpoints""}","null","null","",""
"kwaivgi/kling-video-o1","kwaivgi/kling-video-o1-20260420","Kling: Video O1","Kling","Video O1","1776704777","Kling Video O1 is a video generation model from Kuaishou. It supports text and image inputs with video output; enabling text-to-video and image-to-video workflows. It is suited for cinematic content...","0","text|image","video","Other","","0","0","","","","","","","0","","","max_tokens|temperature|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/kwaivgi/kling-video-o1-20260420/endpoints""}","null","null","",""
"minimax/hailuo-2.3","minimax/hailuo-2.3-20260420","MiniMax: Hailuo 2.3","MiniMax","Hailuo 2.3","1776702740","Hailuo 2.3 is a video generation model from MiniMax. It accepts text prompts and reference images as input and generates video output; supporting both text-to-video and image-to-video workflows. It is...","0","text|image","video","Other","","0","0","","","","","","","0","","","max_tokens|temperature|top_p","{}","","","{""details"":""/api/v1/models/minimax/hailuo-2.3-20260420/endpoints""}","null","null","",""
"moonshotai/kimi-k2.6","moonshotai/kimi-k2.6-20260420","MoonshotAI: Kimi K2.6","MoonshotAI","Kimi K2.6","1776699402","Kimi K2.6 is Moonshot AI's next-generation multimodal model; designed for long-horizon coding; coding-driven UI/UX generation; and multi-agent orchestration. It handles complex end-to-end coding tasks across Python; Rust; and Go; and...","262144","text|image","text","Other","","0.00000066","0.00000341","","","","","0.00000014","","262144","262144","","frequency_penalty|include_reasoning|logit_bias|logprobs|max_tokens|min_p|parallel_tool_calls|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/moonshotai/kimi-k2.6-20260420/endpoints""}","null","null","moonshotai/Kimi-K2.6","agents/agenticgamedev:elo=1178,wr=50.2,rank=7|agents/agentichtmlslides:elo=1248,wr=59,rank=2|agents/agenticslides:elo=1187,wr=45.8,rank=5|agents/agenticslides(html):elo=1252,wr=59.2,rank=2|agents/agenticslides(python-pptx):elo=1186,wr=45.5,rank=5|agents/androidnative:elo=1213,wr=50.5,rank=12|agents/fullstack:elo=1220,wr=56.1,rank=11|agents/godotgamedev:elo=1214,wr=53.1,rank=10|agents/htmlslides:elo=1246,wr=58.5,rank=2|agents/mobileapps:elo=1225,wr=53.5,rank=8|agents/pptxslides:elo=1181,wr=44.3,rank=5|agents/python-pptxslides:elo=1180,wr=42.1,rank=7|agents/webapps:elo=1261,wr=58.1,rank=7|models/3d:elo=1355,wr=62.9,rank=3|models/codecategories:elo=1327,wr=58.1,rank=7|models/dataviz:elo=1303,wr=56.8,rank=8|models/gamedev:elo=1316,wr=58.1,rank=13|models/svg:elo=1235,wr=52.5,rank=19|models/uicomponent:elo=1319,wr=57.1,rank=11|models/website:elo=1319,wr=56.4,rank=7"
"mistralai/voxtral-mini-tts-2603","mistralai/voxtral-mini-tts-2603","Mistral: Voxtral Mini TTS","Mistral","Voxtral Mini TTS","1776571337","Voxtral Mini TTS is Mistral's text-to-speech model featuring zero-shot voice cloning and multilingual support. It converts text input into natural-sounding audio output.","4096","text","speech","Mistral","","0.000016","0","","","","","","","4096","","","frequency_penalty|max_tokens|presence_penalty|response_format|seed|stop|structured_outputs|temperature|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/mistralai/voxtral-mini-tts-2603/endpoints""}","null","[""en_paul_sad"";""en_paul_neutral"";""en_paul_happy"";""en_paul_frustrated"";""en_paul_excited"";""en_paul_confident"";""en_paul_cheerful"";""en_paul_angry"";""gb_oliver_neutral"";""gb_oliver_sad"";""gb_oliver_excited"";""gb_oliver_curious"";""gb_oliver_confident"";""gb_oliver_cheerful"";""gb_oliver_angry"";""gb_jane_sarcasm"";""gb_jane_confused"";""gb_jane_shameful"";""gb_jane_sad"";""gb_jane_neutral"";""gb_jane_jealousy"";""gb_jane_frustrated"";""gb_jane_curious"";""gb_jane_confident"";""fr_marie_sad"";""fr_marie_neutral"";""fr_marie_happy"";""fr_marie_excited"";""fr_marie_curious"";""fr_marie_angry""]","",""
"google/gemini-embedding-2-preview","google/gemini-embedding-2-preview","Google: Gemini Embedding 2 Preview","Google","Gemini Embedding 2 Preview","1776436465","Gemini Embedding 2 Preview is Google's first multimodal embedding model. We currently support mapping text and images into a unified vector space for semantic search and retrieval-augmented generation (RAG). It...","8192","text|image|file|audio|video","embeddings","Gemini","","0.0000002","0","","0.00000045","","","","","8192","","","max_tokens|response_format|seed|temperature|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/google/gemini-embedding-2-preview/endpoints""}","null","null","",""
"anthropic/claude-opus-4.7","anthropic/claude-4.7-opus-20260416","Anthropic: Claude Opus 4.7","Anthropic","Claude Opus 4.7","1776351100","Opus 4.7 is the next generation of Anthropic's Opus family; built for long-running; asynchronous agents. Building on the coding and agentic strengths of Opus 4.6; it delivers stronger performance on...","1000000","text|image|file","text","Claude","","0.000005","0.000025","","","0.01","","0.0000005","0.00000625","1000000","128000","","include_reasoning|max_completion_tokens|max_tokens|reasoning|response_format|stop|structured_outputs|tool_choice|tools|verbosity","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/anthropic/claude-4.7-opus-20260416/endpoints""}","null","null","","agents/agenticgamedev:elo=1278,wr=63.4,rank=1|agents/agentichtmlslides:elo=1243,wr=58,rank=3|agents/agenticslides:elo=1334,wr=64.7,rank=1|agents/agenticslides(html):elo=1242,wr=57.8,rank=3|agents/agenticslides(python-pptx):elo=1335,wr=66.5,rank=1|agents/androidnative:elo=1325,wr=61.7,rank=2|agents/fullstack:elo=1503,wr=80.1,rank=1|agents/godotgamedev:elo=1210,wr=50.8,rank=11|agents/htmlslides:elo=1238,wr=57.6,rank=3|agents/mobileapps:elo=1194,wr=50.9,rank=15|agents/pptxslides:elo=1344,wr=67.3,rank=1|agents/python-pptxslides:elo=1351,wr=66.3,rank=1|agents/webapps:elo=1330,wr=65.5,rank=1|models/3d:elo=1321,wr=60.2,rank=10|models/asciiart:elo=1328,wr=66.6,rank=2|models/codecategories:elo=1336,wr=60.9,rank=4|models/dataviz:elo=1321,wr=61.1,rank=5|models/gamedev:elo=1343,wr=63.1,rank=6|models/svg:elo=1282,wr=61.5,rank=6|models/uicomponent:elo=1366,wr=64.7,rank=2|models/website:elo=1335,wr=60.4,rank=4"
"bytedance/seedance-2.0","bytedance/seedance-2.0-20260414","ByteDance: Seedance 2.0","ByteDance","Seedance 2.0","1776211362","Seedance 2.0 is a video generation model from ByteDance. It supports text-to-video; image-to-video with first and last frame control; and multimodal reference-to-video. It is particularly strong at preserving character consistency;...","0","text|image","video","Other","","0","0","","","","","","","0","","","frequency_penalty","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/bytedance/seedance-2.0-20260414/endpoints""}","null","null","",""
"alibaba/wan-2.7","alibaba/wan-2.7-20260414","Alibaba: Wan 2.7","Alibaba","Wan 2.7","1776211362","Wan 2.7 is a video generation model from Alibaba. It supports text-to-video; image-to-video with first and last frame control; and reference-to-video; where multiple reference images guide the style and content...","0","text|image","video","Other","","0","0","","","","","","","0","","","max_tokens|temperature|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/alibaba/wan-2.7-20260414/endpoints""}","null","null","",""
"bytedance/seedance-2.0-fast","bytedance/seedance-2.0-fast-20260414","ByteDance: Seedance 2.0 Fast","ByteDance","Seedance 2.0 Fast","1776211362","Seedance 2.0 Fast is a video generation model from ByteDance. It supports text-to-video; image-to-video with first and last frame control; and multimodal reference-to-video. It prioritizes generation speed and lower cost...","0","text|image","video","Other","","0","0","","","","","","","0","","","frequency_penalty","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/bytedance/seedance-2.0-fast-20260414/endpoints""}","null","null","",""
"z-ai/glm-5.1","z-ai/glm-5.1-20260406","Z.ai: GLM 5.1","Z.ai","GLM 5.1","1775578025","GLM-5.1 delivers a major leap in coding capability; with particularly significant gains in handling long-horizon tasks. Unlike previous models built around minute-level interactions; GLM-5.1 can work independently and continuously on...","202752","text","text","Other","","0.000000966","0.000003036","","","","","0.0000001794","","200000","128000","","frequency_penalty|include_reasoning|logit_bias|logprobs|max_tokens|min_p|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":1;""top_p"":0.95;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/z-ai/glm-5.1-20260406/endpoints""}","null","null","zai-org/GLM-5.1","models/3d:elo=1340,wr=63.2,rank=5|models/asciiart:elo=1186,wr=48.9,rank=31|models/codecategories:elo=1331,wr=60.1,rank=5|models/dataviz:elo=1366,wr=67,rank=2|models/gamedev:elo=1338,wr=61.9,rank=7|models/svg:elo=1280,wr=61.3,rank=7|models/uicomponent:elo=1336,wr=61.7,rank=5|models/website:elo=1319,wr=57.3,rank=6|agents/agenticgamedev:elo=1209,wr=54.1,rank=4|agents/agentichtmlslides:elo=1205,wr=52,rank=6|agents/agenticslides:elo=1245,wr=54.4,rank=3|agents/agenticslides(html):elo=1204,wr=51.8,rank=6|agents/agenticslides(python-pptx):elo=1240,wr=53.3,rank=4|agents/androidnative:elo=1248,wr=54.1,rank=7|agents/fullstack:elo=1231,wr=56.7,rank=8|agents/godotgamedev:elo=1236,wr=55.9,rank=4|agents/htmlslides:elo=1205,wr=52.6,rank=6|agents/mobileapps:elo=1231,wr=55.1,rank=7|agents/pptxslides:elo=1241,wr=53.5,rank=4|agents/python-pptxslides:elo=1258,wr=54.2,rank=3|agents/webapps:elo=1246,wr=55.2,rank=10"
"cohere/rerank-4-pro","cohere/rerank-4-pro","Cohere: Rerank 4 Pro","Cohere","Rerank 4 Pro","1775446247","Cohere's AI search foundation model for enhancing the relevance of information surfaced within search and RAG systems. Features a 32K context window; multilingual support across 100+ languages; no data pre-processing...","32768","text","rerank","Cohere","","0","0","","","","","","","32768","","true","frequency_penalty|max_tokens|presence_penalty|response_format|seed|stop|structured_outputs|temperature|top_k|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/cohere/rerank-4-pro/endpoints""}","null","null","",""
"cohere/rerank-4-fast","cohere/rerank-4-fast","Cohere: Rerank 4 Fast","Cohere","Rerank 4 Fast","1775442269","Cohere's AI search foundation model for enhancing the relevance of information surfaced within search and RAG systems. Features a 32K context window; multilingual support across 100+ languages; no data pre-processing...","32768","text","rerank","Cohere","","0","0","","","","","","","32768","","true","frequency_penalty|max_tokens|presence_penalty|response_format|seed|stop|structured_outputs|temperature|top_k|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/cohere/rerank-4-fast/endpoints""}","null","null","",""
